attendance_percentage,internal_exam_1,internal_exam_2,assignment_score_avg,quiz_avg,lab_performance,previous_sem_gpa,backlog_count,project_score,midterm_score,study_hours_per_day,library_visits_per_month,online_course_count,doubt_sessions_attended,age,family_income,distance_from_college_km,gender,parental_education_level,urban_or_rural,sleep_hours,stress_level,social_media_hours,internet_access_home,participation_club,participation_sports,internship_completed,health_issues,part_time_job,final_exam_score,pass_fail
46.30079633013303,30.0,49.03731308980123,40.0,30.0,43.88512369979345,4.0,0,40.0,40.0,2.250667158944503,3,3,3,22,514332.64720923104,5.233974394683957,Male,Graduate,Urban,4.483709491623056,10.0,5.137030135676244,No,No,Yes,Yes,Yes,Yes,32.76751379295968,Fail
49.12623251230451,34.80694489661467,44.72208256692552,40.0,30.0,41.919841854080715,4.0,1,40.0,40.0,2.750500457651763,5,1,5,21,592586.0922613054,14.83435986769287,Female,Graduate,Urban,5.436370831079706,6.157835501902591,2.790424416502756,Yes,Yes,Yes,No,No,Yes,43.394078641866244,Fail
66.5656870613854,58.24644304498577,42.654600792929436,44.7573607672966,35.777827372142426,46.483350643529164,4.839412229730492,0,43.729007285336806,56.17799009073304,4.045014862147344,7,1,4,24,375653.49159266136,8.424109289486365,Male,School,Urban,5.0779349045404025,5.084463258029829,3.406429581013601,Yes,No,Yes,Yes,Yes,Yes,56.62350632872079,Pass
59.80753319498364,33.72975131317545,68.66051831665598,40.0,30.18510851385835,40.0,4.783758178841033,1,40.0,50.03360056321622,5.068287559942668,5,1,3,20,220543.48745892913,7.908054436573174,Male,Postgraduate,Urban,7.611917935478868,5.696586909674017,3.1374680050444574,No,Yes,No,No,No,No,53.958048828744985,Pass
79.71370998892911,35.17098120847291,61.75724612618626,55.656394497941406,30.0,48.33350266623222,4.0,0,50.91533624961626,48.95413714149943,2.6562782355405656,6,4,2,23,894165.569406989,3.497956224660509,Male,Graduate,Rural,4.0,2.906911164745758,3.086790119100867,No,No,No,No,Yes,No,62.62592272187087,Pass
61.37963886718184,43.218512453037114,46.42336299745313,46.60430681297385,36.036579797647974,40.0,4.4747199135160916,0,40.0,53.54383886880885,1.4328216936518763,2,0,2,22,274928.5716026649,4.828892174722847,Male,Graduate,Urban,4.425167840595847,5.15244649618599,0.5,Yes,No,No,No,Yes,No,43.61840494126453,Fail
53.81544447997062,46.70319308726973,52.61929314253661,47.33195590192416,34.72372482189612,41.60263653831713,4.323341514634762,0,44.22072848450582,47.226211816220264,3.0534701861451454,2,4,2,20,384318.1061163289,11.835558309072052,Female,Graduate,Urban,6.88618657498788,4.51380284923395,1.191608181099019,Yes,No,No,No,No,No,54.02983929157694,Pass
96.98473153382331,77.79293291820463,73.53458495628587,74.20972964465217,46.90516223818741,68.4724136613302,7.549289952957361,0,72.10340732356985,73.86458285942464,6.017236668883382,5,3,0,19,676262.2088122459,15.44984225342795,Female,School,Urban,4.0,6.096735338056361,4.075226990453903,Yes,No,Yes,Yes,Yes,No,98.3742048547319,Pass
71.61335549270197,49.262722398937996,58.54096299964955,66.38581957510047,38.78671196203927,58.91615536895386,6.44806967471087,3,54.13441814728099,56.51061018135334,1.5632903472993986,5,2,2,23,778063.8634499687,6.0273013557601445,Male,Graduate,Rural,6.909329462536297,3.918244235782968,3.2756584637820017,Yes,Yes,No,No,No,No,55.9433084375373,Pass
76.01292307031886,52.316340985263295,82.33023998171413,50.95981775690544,40.76252239666709,53.63673911928612,6.4776565001835165,1,52.175082307429406,70.49663205845278,4.328761120699219,3,2,3,20,545195.4832002656,12.939267259019886,Female,Graduate,Rural,5.65400889681109,3.6881348438391837,4.516651027300218,No,Yes,No,No,Yes,No,75.67390039134564,Pass
53.62877720679815,51.40847219812486,40.10749090186833,48.707556289160735,45.10524016535458,40.0,4.673185157813694,1,43.605122803070046,56.818075853324494,5.0039408341809075,9,1,8,18,681154.2587560227,8.928014856845133,Female,Postgraduate,Urban,4.0,1.9460586854427677,2.799359373043727,No,No,No,Yes,Yes,No,63.92934381680012,Pass
66.83425913212226,35.142621881709985,48.26465949570551,52.115072594386675,33.81474922830036,49.69348817969878,4.623688261775417,0,51.833429667354906,41.299802200839025,2.4599777102617706,4,2,4,24,602751.2523221102,3.1150232823862716,Female,School,Urban,8.117419405910953,9.856362463540853,1.1790782277370109,No,Yes,Yes,No,Yes,Yes,42.746306043270565,Fail
76.66383884564799,52.890137105924715,58.99728036979583,63.52737106078368,40.66427442936509,48.33208003741104,5.734516519768982,0,56.72329607709872,56.62202883313489,1.9489131334214393,6,2,2,23,314432.0179445504,7.709680417745961,Male,School,Rural,4.0,5.696105614350544,2.8007043449852356,Yes,Yes,Yes,Yes,Yes,No,61.90079032705474,Pass
57.73509633866546,46.16444892259973,56.242971975942936,42.35896339420702,30.0,40.0,5.266613138898282,0,40.0,59.693731146945375,3.862435024249879,6,2,4,24,271450.2228543869,13.303751965626933,Female,School,Rural,7.342656312841864,3.348328568987985,4.499955268734456,No,No,Yes,No,Yes,No,59.38006524178378,Pass
80.63547027518509,61.97503193539133,45.34771537696632,68.94659180986369,61.773715066627254,64.59927398322984,5.184936148773843,1,62.60538122242552,63.469739598879116,3.5298251592062475,4,3,1,21,700969.1698263988,4.884507318920816,Male,School,Urban,7.994091775154589,4.033550660692978,3.40226071064282,Yes,No,No,No,No,No,70.37767227963472,Pass
65.99041965121792,45.51579824520369,31.2382138585266,53.259867064269244,30.0,46.32087825047008,4.0,2,56.103076587531135,51.94935285462468,4.0421612569813306,8,2,3,19,626642.2765845994,3.4863154133456433,Female,Graduate,Urban,6.961838956140705,3.253633679023081,0.5265071936108203,Yes,No,Yes,Yes,Yes,Yes,44.119289377753695,Fail
70.62459375310085,52.650284345507245,48.03483323331408,49.68110073274635,44.184276001562814,48.051640210718816,4.554250617847152,0,46.39756164570261,58.157280918599184,6.110564147234707,5,3,1,20,1052598.3046808937,6.731403369817819,Female,School,Urban,7.963642980017311,9.064587169436846,1.5395474339164261,Yes,No,No,No,No,No,64.94661740118207,Pass
65.97440081655904,30.0,34.544130940170504,51.09791236919901,30.0,40.1199358863616,4.0,1,49.22804571171799,40.0,3.250569830064846,5,1,2,24,334818.3621410629,6.492649512250196,Male,Graduate,Urban,4.221944507408506,5.114557253287744,2.011360905327746,No,No,Yes,No,No,Yes,47.94930376968125,Fail
100.0,64.73401270132922,68.75168652474362,73.3231089874403,34.44726864094861,53.67634732077395,5.803539132996593,0,61.07909279491534,75.19308005351334,1.2116627265658466,7,3,6,18,504695.63821879285,18.65058581295284,Female,Graduate,Rural,5.345893987409477,3.624869660093352,0.8059156564370826,Yes,Yes,No,Yes,Yes,Yes,82.35074660894435,Pass
74.79754162893099,58.506594677794325,61.643399020098045,60.78252759471624,39.1095492956486,56.968199810699815,6.49304385408572,1,64.62222739373817,63.4705200136149,3.099960003252636,6,2,2,18,522031.13500276254,10.838943750066662,Male,School,Urban,8.34192546900379,7.292255994297064,2.351590784869935,Yes,No,No,Yes,Yes,Yes,63.89461883980368,Pass
59.13433606566149,37.62224936535946,37.52982980715734,40.0,30.0,47.4640614044544,4.0,0,41.4823597765077,40.927434020005535,3.3623351913080715,6,1,6,21,220953.650135456,15.926483043584076,Female,School,Urban,8.72855393513899,1.0,4.341238199481422,No,No,Yes,No,Yes,No,52.16882329486869,Pass
87.33817368154783,62.87477798164548,50.501547125192666,65.93125966227362,53.16952851547147,51.768738088799545,6.150119892380234,0,58.288966949993934,51.04350067974656,4.900752955632374,7,2,7,19,392057.4147973117,9.609449120724399,Male,Graduate,Rural,9.0,4.8659056332357515,1.464968051623884,No,No,Yes,No,Yes,No,91.9083364335466,Pass
56.68734525043467,47.58738715668238,45.54014602993602,47.44829244384958,30.0,50.291799035720445,4.479467896224829,0,42.10005824929695,56.9242623334452,2.7048534068584456,6,1,4,21,601147.5446851812,11.468859679913265,Male,Postgraduate,Urban,5.666817831253779,3.050480808279981,4.22818264365478,Yes,No,Yes,Yes,Yes,No,63.8550500313608,Pass
78.13295392507133,54.139378748180675,67.41185489744807,59.92423089790117,35.38806719751357,53.199925171219405,5.461627338214897,0,59.784742603232715,67.04437049312486,2.386398249456923,9,2,4,21,599032.8647246892,14.450894345670234,Female,Postgraduate,Urban,6.473281312296978,3.827997708978577,3.7252103729849155,No,Yes,No,Yes,Yes,No,79.78294268570714,Pass
45.60494814180336,38.72667905305458,30.0,46.35205240998532,30.0,40.0,4.0,0,40.0,44.025575124737124,0.9432090057501146,4,2,1,18,372055.06934988394,3.2908354124163717,Female,School,Urban,7.825879955703288,5.782630938599716,2.2464794451168486,No,No,No,Yes,No,Yes,31.834327515314,Fail
55.07720926652354,35.34446503763723,52.00251000630014,48.972205905063845,40.084781367570955,40.0,4.831732519734755,0,40.0,40.0,3.821119188096195,5,4,3,24,469438.713913782,4.962805154506226,Female,Graduate,Rural,6.000306371009933,2.725288123817109,3.500619366820772,Yes,Yes,Yes,No,No,No,60.36087020124472,Pass
77.95291853803685,55.11886088525374,66.84245908710722,59.514677399440565,30.0,52.70645055971636,5.87902667456628,0,53.118539115523646,65.69804973881921,8.0,10,4,3,22,891058.1531713458,12.674835006830353,Female,Graduate,Rural,4.0,5.872710080278529,2.3185537219899213,No,No,No,Yes,Yes,Yes,86.43580240306233,Pass
86.07699869993115,66.52792857667247,73.49090017652154,66.77072277243552,47.53204405991688,55.9898044904038,7.361246711999167,0,66.74661022974882,69.8741253383312,2.666113523994092,4,0,4,20,492164.9531549683,10.4394696826424,Female,School,Rural,7.615563768542285,2.971231821613261,3.866739422523546,Yes,Yes,Yes,No,Yes,Yes,93.81420469427147,Pass
77.57052421784955,57.798098218457206,70.60564289031907,61.369025812868685,38.867596293299414,46.217742789745515,5.277644808104139,1,65.23438232858766,78.21004558330954,3.6779324317829234,1,1,5,24,371041.6097346524,12.65313709913324,Male,Postgraduate,Rural,6.264280813400107,2.180034240714679,6.260067987008982,Yes,No,No,Yes,Yes,No,77.22838973704943,Pass
73.2652757641764,49.26691530199435,77.64256849331082,59.10879026409124,33.77614144692989,42.12279652392056,5.685176044891958,0,51.535974607235836,72.14004339055556,2.178250720027555,7,1,3,19,917107.9400727714,5.813184639580607,Female,Postgraduate,Urban,7.109576505116527,3.4895757419377196,6.003177982939372,Yes,No,Yes,No,No,Yes,76.18222445472318,Pass
70.48344456616067,54.083797974022744,50.253318481813885,41.55880522666021,43.92917466338065,40.0,5.863060288026196,0,40.0,58.57397069278167,1.0780726200062394,2,2,4,22,564653.1385304094,9.331073755589765,Male,Postgraduate,Urban,7.740884204804735,6.452273256678135,0.5,Yes,No,Yes,No,Yes,Yes,61.58534478218482,Pass
52.82217014448859,47.410180411786094,43.43012639469616,40.0,46.816207929500735,40.0,4.430180703225155,0,40.636713027611684,47.828555587194984,3.6513539088007962,7,0,10,21,328884.8301047775,16.954182188611547,Female,School,Rural,7.5575566792765985,6.214753912179822,2.4685432082094025,No,No,Yes,Yes,Yes,Yes,54.89087125820468,Pass
64.20233687407936,32.121871895827795,45.56713463567134,40.0,30.0,40.0,4.0,0,40.0,46.22775312653945,3.042282425155788,6,3,4,19,709878.667163758,7.0633567256457646,Male,School,Urban,7.142058377968117,4.224236346938983,2.21421236084136,Yes,Yes,Yes,Yes,No,Yes,54.92947795098249,Pass
68.09041843560318,60.12684358100909,52.278540430700176,61.61125953713863,46.31673028964966,51.28157988471044,5.270836110364466,0,57.90384926844895,55.633578229586,0.5,5,3,2,24,290470.1882824774,14.337542617696453,Female,Postgraduate,Rural,6.866998207013275,5.087053441744389,3.9511344794123815,Yes,No,No,Yes,No,Yes,60.235435853712644,Pass
90.85683339328374,61.82406212652166,82.38567526199755,68.17383673527812,44.72556956972932,60.75039255397139,6.74878663316342,1,58.94125713074462,76.506516608145,5.415043073610178,5,2,2,21,320579.6985834107,11.918275260185297,Female,School,Rural,7.456296929815687,8.39169871152797,4.493472226590955,No,Yes,Yes,No,No,Yes,86.12445499200842,Pass
80.15427434352692,61.49648407203799,46.65013348398581,59.75460539271148,50.038141834667805,59.043844633345316,5.324350012064728,1,59.88326211450045,55.603128456087376,3.623946564505674,1,2,1,24,396917.99382413574,6.038565231969981,Female,Graduate,Rural,4.937327825957016,7.061460747312687,4.0926059888653,No,Yes,No,Yes,Yes,No,65.75088819735168,Pass
48.554397669558995,48.710613990897215,30.949861763557593,45.26565969292393,30.52303735864771,43.57728681694404,4.0,0,46.273391346023914,58.42917580711755,3.110843325155406,4,4,0,23,324333.1006967708,15.858065440295455,Female,Postgraduate,Rural,5.994456507986978,3.6995553802702115,3.627308183910094,Yes,No,Yes,Yes,Yes,No,50.65101290790948,Pass
79.86125954092192,46.94336614670942,73.68162806664486,63.859155260794466,41.769144123356966,55.3594721802981,6.120715575136794,0,61.75891903475261,74.13218364382219,2.3670347038615374,7,2,3,19,344820.5714306118,16.222849985664414,Female,School,Urban,5.390428578248697,1.215326003913403,1.520318176693145,No,Yes,No,No,No,No,79.87165758546335,Pass
69.22376579375525,45.85873145683277,63.195812834961814,45.55619445497422,41.39923779927874,47.013387603943514,5.417994188783442,1,40.00773205036476,65.90555704979428,3.6079411657396383,3,0,2,19,278836.3103720138,3.309178973783138,Female,Graduate,Urban,6.23025141863925,6.396422581696924,4.999872965052089,Yes,No,No,No,Yes,Yes,57.74154916772809,Pass
64.84616999541062,46.59931243024073,46.51869402884613,49.89598145909585,41.61988352760771,40.0,5.335769950472852,0,58.39827641079251,42.61713709661848,3.6770939286240525,9,4,4,20,520408.7818719239,13.865873664466916,Female,Graduate,Rural,6.123510258698157,4.115239282625401,2.2477163875791177,Yes,Yes,No,Yes,Yes,No,59.23906740800155,Pass
84.17514433261302,54.23505843057239,71.25786382740566,61.57643222024441,32.259852119651626,52.911628538863425,6.486920412758737,0,57.64852937285184,72.93140380269335,3.601982060590068,6,1,3,18,251751.5820866257,8.004003138208901,Male,Postgraduate,Urban,4.0,1.1663682285153714,0.8103842160254544,Yes,No,Yes,No,Yes,Yes,87.02451836446228,Pass
90.46499283743927,78.15848830915803,70.21440376925585,56.1137647659651,50.54839191159729,48.68448419916987,7.647480409517487,1,51.62207018717991,80.31244609005857,4.601989566755234,7,2,5,20,229958.66814614012,9.339021565058719,Female,Graduate,Rural,5.476284553313857,5.297527805538307,0.5,No,No,No,No,Yes,Yes,94.14749268831802,Pass
88.96920178674299,56.52734432143145,80.83272725139281,62.446507618059655,40.83214250310235,47.535486543790654,7.450582140588474,1,49.63060523047893,81.02079662350901,4.942906850750019,4,2,2,24,591756.5940807883,1.0,Female,Graduate,Rural,8.067524851606573,5.9317349512820385,2.5777435943518836,Yes,Yes,No,No,No,Yes,80.5271286075218,Pass
62.41173715166042,43.00266805510132,49.312725086846996,47.403433752047036,30.0,40.40350202793149,4.421385281882624,0,42.243244260597756,53.09206714173579,6.0083895954275945,4,2,9,24,455266.06420234905,8.155449174293128,Male,School,Rural,5.9689224781662915,3.0240146259398077,4.557908261788166,No,Yes,No,No,No,No,69.23599737880804,Pass
70.36181436223178,53.85220087016288,63.99150047417648,53.44861353311935,50.070682186785845,40.0,5.261246345537726,1,48.55954915141393,63.881544675939864,1.7447367263269173,3,1,6,20,500344.6118914591,5.643877120042999,Female,Graduate,Rural,6.681633216832289,8.133804531629286,1.4685774843769277,Yes,No,No,No,Yes,No,60.27201050582426,Pass
79.96895147105346,48.36417467402336,86.39993756111096,50.60264606399626,33.92029253639661,56.95518513717474,7.341690774072841,0,40.0,73.78476189558651,2.139867729349174,6,2,4,22,448182.2943463877,9.433736879918238,Female,Postgraduate,Rural,9.0,4.868858971752222,3.974850003596036,No,No,No,Yes,No,No,82.42668574636383,Pass
89.63317690683539,60.61446045005112,72.24255653991767,75.8048829161171,43.64009937086844,60.0194236022758,6.710771723552496,1,63.59768631251006,60.59470874524913,3.541773250562457,2,0,3,20,943579.5955204084,4.938663345584539,Female,Postgraduate,Urban,7.066410894178684,5.672377883359788,1.9332545989506302,Yes,Yes,Yes,No,No,Yes,75.78471719471992,Pass
67.81238643232065,53.227057949393796,52.57133283895686,51.75394909038438,32.32019925181865,55.91984406083537,5.359595143366997,1,45.24255914558643,53.294775761168545,1.8313637118933226,7,0,2,19,503823.5206274159,5.378338116248259,Male,School,Urban,8.895221394591154,2.6127691474247206,2.1275029797333227,Yes,Yes,Yes,Yes,Yes,Yes,62.146856371584974,Pass
72.21511535004274,50.66618597496556,62.16429482973757,55.81345228165385,30.0,49.87926885964004,5.324859079470038,0,50.04220645178562,63.655253634571196,2.072977391441669,5,4,3,21,463492.6611529247,5.311284494362544,Female,School,Urban,6.918535984865288,5.087946460328155,0.7370436563664322,No,No,No,Yes,No,Yes,59.31247404370734,Pass
58.40497538990958,44.295890362746164,42.31042542140238,48.68797424131556,30.0,47.3395641859882,4.021888122655638,0,40.0,55.13948804251376,3.7128443722599447,1,4,2,22,575176.113443865,15.712275598631917,Male,School,Urban,5.877991953633123,4.011194572713123,4.2124945100084,Yes,Yes,Yes,No,No,No,50.288517418852415,Pass
57.05690063878994,39.999483483686994,68.96666247046079,40.0,30.753323591280903,40.0,5.871668467092811,1,40.0,56.18011427920118,4.351263532469775,8,1,2,19,564634.959670715,9.120191159816557,Male,Postgraduate,Urban,5.946893191217653,9.260428555900926,2.153835579793152,Yes,No,Yes,No,No,No,59.20209433408349,Pass
87.18788733591298,50.19696992810165,66.47283714530326,69.22601294706796,40.50561245889054,61.62838850942441,6.325818252739051,2,57.73938707609485,63.09006225751885,4.913891929168295,7,1,3,23,692903.0382033358,12.242363586227242,Male,School,Rural,7.117041010957974,3.9080588492539277,3.414197538448271,No,Yes,No,No,No,Yes,74.57015578141372,Pass
95.34360042856234,69.77890594785131,67.2440070763104,69.17099777786635,48.161675893532546,64.2397360622237,7.243057354081415,0,60.190609174918784,63.905501844028514,2.711078379363599,1,1,4,24,534496.892515006,11.529463334044511,Male,Postgraduate,Rural,6.809321533718003,4.576087199726931,2.9083717897417642,No,No,No,No,No,Yes,80.7330921280504,Pass
73.91984817629499,68.39137347895493,47.691011264391385,50.46779493887615,48.80861621730856,49.36155043746602,6.200600039890054,1,52.62117191436272,71.79705725179572,3.694729445306956,2,3,3,21,584159.1418092791,6.433021855913707,Female,Postgraduate,Rural,8.372037156923724,2.4057287699003242,2.670039054485229,No,No,No,No,Yes,No,63.741765467869875,Pass
90.05299346838036,64.17900912729573,77.50664767051163,72.05122788135404,40.811194478926424,67.28962264552938,7.368797608520247,0,77.00775074993167,82.5252787923024,3.364136603840655,3,3,3,21,653685.2079281205,11.8062216927104,Female,School,Urban,9.0,7.877483452098902,3.0687803190662386,Yes,No,Yes,Yes,No,No,91.90241323192559,Pass
80.42454037571451,60.05683716340911,68.94782537249182,71.73889527461282,45.004090828008884,60.181119959455195,6.515994491834125,0,67.13975661720264,73.41494697935366,3.026486167769979,7,2,0,22,716226.1454358699,10.312292730382156,Female,Graduate,Rural,7.998890797630967,3.8892448778069735,3.856615585447971,No,Yes,No,No,No,Yes,82.46380662224999,Pass
65.32320368092314,54.73570424948876,45.48653867845911,55.800048191047026,49.70408548078051,46.75788051788949,4.923422304236904,1,40.99908334837327,57.55195858975928,1.7759862521879737,4,3,4,20,409517.9891150051,6.084809014647059,Female,School,Urban,6.7809047983085575,2.079455988151772,4.426442242388049,Yes,Yes,Yes,Yes,No,No,56.261660423472634,Pass
80.4209340826262,48.097916477202126,66.03812060493127,67.75549681382135,39.49706542583317,49.63933949945147,6.311963779077446,1,56.78654878822935,71.38331293194747,1.5851833661962178,2,4,4,22,203755.7663645373,9.219593801572831,Female,Postgraduate,Rural,7.354509254324416,6.24101847316704,1.6990981742903137,No,Yes,No,Yes,No,No,63.0211955907214,Pass
98.07054849698955,82.46244636323057,56.66029684091464,70.00496970195658,60.95380292396186,64.14328982862689,6.769276724962043,1,65.1757189233829,69.7313056541843,4.000012169933935,6,0,2,22,168268.67569018342,18.750798492762605,Male,Graduate,Rural,7.349906219365869,6.332458254253116,1.6294806126015804,No,Yes,No,Yes,No,No,83.2892594404444,Pass
74.46260941335073,56.29619601939285,58.250401869409544,45.94048848516632,41.12984880608876,48.246663056073714,5.912319501380493,0,45.135424263136215,56.794329606441245,1.750770930173697,2,3,4,23,601687.0525228678,3.657858694141564,Female,School,Rural,6.900418166261126,3.5970927226217033,6.1416047066452695,Yes,Yes,No,No,No,Yes,69.39586398043903,Pass
98.4696548372101,82.13664809503894,76.53283916495351,84.35972104074595,42.25674830022654,82.18366691210434,7.531467864022499,0,79.39905698076828,90.7038623475348,0.5,7,0,4,22,542316.285499252,7.533572009457542,Male,Graduate,Rural,5.893391053013872,2.4132998644015773,2.853300613413105,Yes,Yes,No,Yes,Yes,Yes,94.70331767215684,Pass
40.0,30.0,51.07329809559223,47.381604225833314,30.0,44.7363191881497,4.0,0,42.223826420632484,51.502529338044866,2.952358015064718,3,4,2,23,235391.31280761538,12.301123315260465,Male,Postgraduate,Urban,5.758223900763839,4.682423920552784,3.7752965672180574,Yes,No,Yes,Yes,No,Yes,38.02348154310889,Fail
87.32853756562835,76.94161791983962,57.05536139037154,76.92962371232761,54.80397715721451,61.94482033241068,6.581771681581944,0,63.99919725930355,64.83751613857066,5.182860453224624,4,2,2,21,500016.2144586443,2.6432295153071985,Female,School,Urban,7.041040711539414,3.8486488430987205,1.6918242219367525,Yes,No,Yes,No,Yes,Yes,96.9947570634937,Pass
76.30570602357257,61.984667566421805,44.815182627298924,56.06349264364255,42.103288124172394,40.0,4.938023321322454,0,62.11776214232631,55.21176580739917,0.5,6,4,2,20,413011.51326590404,8.567779121243777,Female,School,Rural,5.111342857862526,4.095993915614363,1.3804952103253085,No,No,Yes,No,No,No,67.58368907565618,Pass
70.51488974301199,56.73325453262606,44.88039872370737,46.27798244900648,42.55869581135826,48.27238635770529,5.479608575555822,1,42.43308018279265,65.94138541463106,2.5675045902697318,4,1,4,23,342727.48510229064,15.339348433026206,Male,Graduate,Urban,6.401541958708784,5.831307293941744,1.9190818351951127,No,Yes,Yes,No,Yes,Yes,57.777786914483364,Pass
76.37641164803253,57.698042623644696,44.27898256807195,51.0037092688858,53.030212916939405,40.0,4.424834133813318,1,40.0,58.458516565153744,4.012822297989349,6,1,3,23,132048.7603671386,7.548810569811094,Female,School,Urban,8.984981705969195,6.178420979472288,2.4123081094160432,Yes,Yes,No,No,No,Yes,60.93710578544359,Pass
45.18646628098661,35.12365082399637,50.73777666023113,40.0,31.882478488232493,40.0,4.342686185901911,1,47.32593559923045,52.653682850222786,0.5,5,1,4,18,422994.7877630879,15.00223603071788,Female,Graduate,Rural,4.685184486718404,4.976266996875231,3.2506685759165737,Yes,Yes,Yes,No,Yes,No,50.27700777293511,Pass
71.70492168243732,62.62720627725337,70.09459204382462,54.4417948488358,52.64741341229459,47.207594911406765,6.7023439644749905,0,40.0,64.40661990536285,2.680000625698377,5,2,3,21,572272.9101046028,5.083267815288134,Female,Graduate,Urban,5.8423653252563685,2.478147972677626,6.266267256083698,No,No,Yes,Yes,Yes,No,78.82276372950044,Pass
